product_id,colour,actual_price,current_price,discount,no_of_likes,quantity
1378260,Rose,61.99,34.99,44,84,11
1346246,Bleu,10.99,5.99,46,351,9
1359781,blanc,40.99,22.99,44,118,67
1408034,argent,87.94,50.39,43,128,69
1380346,Noir,29.38,12.87,56,53,95
1390744,Gris,15.99,7.99,50,32,99
1460086,vert,35.76,17.35,52,264,5
1465872,#1,12.99,6.99,46,40,65
1590654,Yellow,56.09,26.31,53,15,75
1547938,Pink,43.99,20.99,52,46,39
1556286,#1,17.99,10.07,44,13,9
1299881,#1,16.71,10.07,40,210,25
1277404,Royal,13.99,6.99,50,194,79
1284697,Noir,46.99,25.99,45,304,91
1293081,rouge,43.99,21.99,50,92,76
1258577,rouge,27.99,15.99,43,68,45
1166877,#1,22.99,11.99,48,105,45
1692610,Noir,99.99,42.99,57,27,30
1409396,Rose,166.14,66.29,60,505,46
1623129,Black,699.99,329.99,53,30,58
1693840,Noir,102.99,49.99,52,19,1
1362450,argent,318.02,166.96,48,387,58
1457649,1,91.58,48.08,48,314,57
1092646,Jaune,61.64,33.65,45,930,7
1405664,1,54.29,25.08,54,46,65
1242256,Bleu ciel,34.88,18.68,46,423,17
1698699,Black,59.99,26.99,55,3,20
1275897,Bleu,236.67,118.31,50,208,51
1438861,1,53.06,27.23,49,201,48
1471887,argent,78.7,43.8,44,72,83
1402810,Violet,196.8,90.92,54,201,70
1241268,Noir,43.92,23.05,48,276,61
1371101,Or rose,81.38,42.72,48,115,62
1405663,Violet,86.99,43.47,50,246,94
1154437,Or,58.21,33.6,42,131,14
1645502,Black,66.99,33.99,49,4,74
1380460,marron,642.71,326.54,49,113,67
1369484,Orange,95.66,50.22,48,258,81
1308760,Green,10.99,5.99,46,2,18
1435620,1,99.74,52.36,48,233,94
1356515,1,309.86,162.68,48,69,36
1230387,blanc,105.71,55.7,47,141,94
1388396,Orange,193.58,101.63,48,87,59
1315851,Or rose,127.3,69.5,45,153,71
1316039,rouge,58.82,30.59,48,262,49
1423564,1,146.91,80.21,45,65,91
1477010,1,19.15,10.66,44,213,66
1446264,argent,59.67,32.58,45,133,2
1435682,1,107.9,56.65,48,83,3
1536433,blanc,112.19,50.99,55,35,59
1293475,1,166.53,90.92,45,195,3
1423588,1,74.15,37.37,50,57,59
1432233,1,135.23,58.79,57,129,50
1460639,1,78.7,43.8,44,114,99
1423637,1,1107.88,407.99,63,26,97
1450089,1,148.25,80.21,46,117,77
1241262,café,35.43,18.03,49,301,71
1406088,gris,162.37,90.92,44,47,89
1369212,marron,90.98,48.72,46,236,46
1401795,1,64.36,23.27,64,760,69
1429088,1,56.62,31.51,44,61,41
1415732,1,76.48,36.71,52,70,4
1475605,1,61.64,33.65,45,106,33
1358272,argent,159.1,79.55,50,64,90
1468208,Red,46.99,23.99,49,0,75
1301757,1,152.78,80.21,48,174,27
1484007,1,48.92,27.23,44,134,100
1471892,1,60.84,32.58,46,70,50
1271406,#1,76.48,40.15,48,122,61
1438859,1,47.8,25.08,48,79,60
1241261,kaki,34.42,18.06,48,155,90
1344899,Or,25.38,13.32,48,157,38
1358112,Bleu,56.72,33.91,40,69,64
1198920,Bleu,84.98,45.89,46,134,80
1352256,Noir,259.06,129.53,50,41,100
1438863,1,60.47,24.04,60,56,3
1289501,argent,92.16,51.29,44,89,6
1692310,Black,81.99,35.99,56,2,54
1447268,1,59.67,32.58,45,96,68
1454999,1,869.78,465.77,46,43,7
1438288,1,244.99,133.76,45,38,45
1664886,Noir,129.99,59.99,54,5,9
1561687,Pink,51.99,25.99,50,1,87
1286373,1,137.29,71.39,48,96,3
1374310,blanc,81.38,42.72,48,93,0
1353242,1,187.67,93.83,50,62,0
1230767,Blanc et brun,46.95,25.08,47,246,80
1307242,Noir,115.53,63.07,45,208,23
1438834,1,67.14,37.37,44,227,8
1348346,Or rose,193.58,101.63,48,108,34
1412966,1,61.04,32.05,48,73,57
1373298,Or,93.82,46.91,50,56,74
1638360,Green,121.99,59.99,51,0,64
1438513,Rose,21.45,10.23,52,111,67
1349735,1,134.62,67.31,50,50,29
1431082,blanc,45.94,25.08,45,94,46
1484236,1,80.2,43.8,45,133,1
1398745,1,126.26,66.29,48,55,67
1324245,blanc,178.98,95.84,47,92,20
1314253,1,81.38,42.72,48,36,58
1412556,rouge,79.08,38.75,51,51,5
1399282,1,203.98,101.99,50,65,39
1311752,1,115.71,60.17,48,36,86
1328249,1,169.3,30.59,82,103,97
1396731,gris,99.94,49.97,50,40,65
1317745,1,149.78,80.21,46,168,24
1355897,Orange,150.94,75.47,50,27,48
1400566,Bleu,40.78,20.39,50,149,35
1289608,Noir,99.86,55.58,44,163,29
1480448,gris,81.59,40.79,50,48,92
1398565,armée verte,57.98,30.44,48,73,5
1439497,1,129.78,69.5,46,48,88
1478808,1,109.78,58.79,46,71,23
1261210,Noir,108.49,50.99,53,68,86
1607435,Black,99.99,49.99,50,0,38
1405816,Bleu,47.79,25.08,48,265,87
1408613,1,170.68,94.99,44,49,27
1420801,1,143.4,73.78,49,57,52
1619435,Black,74.99,36.99,51,0,14
1100698,gris,34.83,19.75,43,570,3
1389195,1,103.82,54.51,48,47,80
1438349,1,59.98,30.59,49,47,66
1405225,1,53.17,26.8,50,115,76
1287208,Noir,111.98,58.79,48,208,24
1458985,Or rose,66.68,34.67,48,32,53
1196288,Orange,420.09,219.44,48,80,32
1303976,1,111.98,58.79,48,73,83
1281886,Blue,29.99,14.99,50,4,32
1688345,Noir,161.99,79.99,51,5,61
1697804,Silver,82.99,41.99,49,6,90
1371097,1,103.82,54.51,48,83,99
1373303,vert,42.82,21.41,50,87,45
1381980,vert,51.98,27.81,47,197,24
1258138,# 01,64.09,33.65,48,389,59
1270874,#1,88.3,47.01,47,185,55
965494,Or rose,19.48,9.59,51,1109,99
1308987,Bleu,89.54,47.01,48,79,28
1401578,1,71.18,37.37,48,395,64
1396066,Bleu,83.42,43.8,48,53,60
1438864,1,43.8,22.53,49,104,12
1476328,1,45.07,25.08,44,54,37
1278628,argent,93.44,48.08,49,196,59
1344900,Or,28.64,15.04,48,250,69
1353737,gris,132.38,69.5,48,90,56
1408388,Or,128.98,69.07,46,91,98
1399912,argent,338.2,156.25,54,27,60
1283684,#1,89.74,44.87,50,64,23
1289647,1,63.6,34.72,45,84,1
1333211,marron,82.6,43.37,48,95,5
1373301,Jaune,62.06,32.58,48,79,61
1230388,Or rose,176.92,86.69,51,103,3
1345472,argent,64.1,33.65,48,43,2
1405665,1,60.25,26.51,56,45,99
1410520,gris,116.22,64.68,44,389,59
1398603,Noir,407.98,203.99,50,20,48
1429987,vert,80.62,44.87,44,157,73
1258137,#1,51.87,27.23,48,258,91
1284015,Or,100.87,53.43,47,229,10
1372817,Rose,185.42,97.35,48,75,91
1401045,1,283.34,148.75,48,90,88
1444856,1,66.14,34.72,48,45,70
1344586,Or,52.51,30.01,43,131,93
1438862,1,53.98,27.53,49,34,67
1463728,1,95.78,51.29,47,60,100
1478571,Jaune,163.19,81.59,50,34,89
1205516,Or,30.63,16.08,48,81,44
1357854,blanc,114.22,57.11,50,28,13
1325985,armée verte,95.07,50.86,47,47,62
1406089,1,101.99,50.99,50,22,6
1439553,1,97.94,54.51,44,60,77
1345778,1,64.1,33.65,48,61,26
1471886,Rose,71.98,36.71,49,69,36
1091582,blanc,88.07,47.55,46,286,66
1445680,1,53.9,28.3,48,46,71
1283683,1,113.56,62,45,117,42
1289502,Bleu,88.06,48.08,45,46,90
1129767,Or rose,74.92,36.71,51,160,77
1299655,#1,107.66,58.79,45,189,28
1314501,#1,158.28,79.14,50,64,88
1349389,marron,95.04,47.52,50,39,41
1433083,1,82.73,43.85,47,52,43
1290184,gris,196.14,101.99,48,29,52
1383494,Bleu foncé,134.62,67.31,50,45,44
1328745,marron,62.22,30.59,51,114,64
1315855,#1,139.78,74.85,47,85,1
1340615,Or,79.54,39.77,50,36,6
1400135,kaki,92.71,40.79,56,54,73
992928,Noir,61.24,31.51,49,239,31
1085466,Noir,78.52,41.22,48,226,64
1098219,Violet,21.72,12.27,44,584,70
1438353,Rose,31.65,17.61,44,129,26
1438833,1,53.87,21.41,60,47,88
1464365,Noir,73.98,37.73,49,24,58
1344031,Or,26.6,13.97,48,172,62
1381591,5,228.26,119.84,48,51,6
1445513,1,96.21,50.99,47,46,81
1295506,Noir jaune,52.94,27.53,48,85,11
1438871,marron,30.77,16.31,47,71,76
1451703,Red,149.78,80.21,46,104,16
1344898,argent,23.64,11.82,50,98,86
1400572,Marron clair,47.78,25.08,48,92,39
1413196,Bleu foncé,29.46,15.47,48,53,36
1389996,1,129.9,58.79,55,90,39
1317752,Noir,135.78,72.71,47,82,79
1344036,Or # 1,32.72,17.18,48,105,69
1333213,Rose,73.22,38.44,48,71,44
1445803,1,80.2,43.8,45,34,66
1344032,#1,30.58,15.29,50,118,62
1400136,rouge,69.52,30.59,56,40,78
1435696,1,97.91,46.91,52,35,3
1439551,1,76.04,42.32,44,57,38
1233035,Or # 2,61.1,32.22,47,201,89
1463752,1,129.98,66.29,49,37,43
1241281,Noir,35.92,18.85,48,172,51
1379234,Bleu,189.7,94.85,50,40,35
1261500,marron,35.88,17.94,50,56,21
1323855,1,97.08,48.54,50,46,35
1302972,1,87.7,43.85,50,27,78
1445690,1,51.98,26.51,49,25,68
1344584,Or,38.84,20.39,48,116,94
1352395,1,181.54,90.77,50,18,61
1391203,1,46.9,23.45,50,93,45
1391729,1,93.82,46.91,50,83,18
1432785,1,92.55,40.58,56,39,32
1438860,1,49,25.08,49,117,42
1438865,1,57.98,29.57,49,29,6
1266749,Or,99.78,53.43,47,82,99
1258157,Orange,61.19,29.16,52,108,0
1379002,Or rose,61.12,28.3,54,389,20
1314251,Bleu,69.78,37.37,46,102,23
1297071,marron,33.43,15.36,54,265,14
1427614,1,76.48,36.71,52,41,58
1415140,gris,109.68,58.13,47,81,6
1332865,1,22.34,11.73,48,122,99
1373214,Or rose,64.1,33.65,48,127,73
1352225,Or rose,141.76,74.42,48,56,33
1417781,1,35.49,19.75,44,115,43
1418903,1,46.9,23.45,50,42,27
1471890,1,64.1,33.65,48,35,62
1369485,Or,115.78,62,47,34,60
1402550,1,68.2,31.51,54,129,41
1477009,1,31.98,16.31,49,79,50
1410267,Rouge 1,112.87,54.51,52,19,63
1207215,Rose,33.98,18.35,46,133,65
1442770,1,105.91,55.07,48,18,23
1457591,1,66.14,34.72,48,29,48
1393453,Orange,91.58,48.08,48,19,44
1398566,1,37.62,19.75,48,32,41
1460798,Bleu,47.79,25.08,48,37,58
1463840,Or rose,78.6,37.73,52,23,67
1299764,#1,91.98,46.91,49,105,65
1450088,1,60.47,33.65,44,53,13
1293822,Argent + Blanc,109.78,58.79,46,117,4
1261501,marron,42.92,22.53,48,146,38
1303971,Bleu,101.78,54.51,46,60,24
1314500,1,151.98,75.47,50,54,100
1446685,1,80.62,44.87,44,77,24
1454549,1,58.54,32.58,44,43,69
1352227,Or rose,143.8,75.5,48,96,19
1408865,1,61.2,30.59,50,56,53
1439498,1,76.96,40.79,47,72,1
1477012,1,50.84,26.16,49,47,87
1484238,1,81.78,43.8,46,145,58
1409154,marron,42.82,20.39,52,105,97
1196704,#1,57.47,30.31,47,212,86
1293824,#1,99.83,54.51,45,82,75
1399104,rouge,199.9,104.95,48,26,90
1271640,#1,91.36,48.08,47,76,12
1316599,argent,59.14,31.05,48,29,60
1367126,argent,101.98,50.99,50,21,52
1708335,Green,79.99,35.99,55,1,98
1704905,Black,101.99,49.99,51,2,39
1698132,Black,110.99,39.99,64,0,82
1445732,1,46.84,25.08,47,35,18
1359212,1,67.3,33.65,50,20,30
1399749,blanc,101.98,50.99,50,35,43
1399943,1,139.07,61.19,56,69,34
1426500,Rose,74.09,41.22,44,234,21
1431930,argent,48.52,21.89,55,48,43
1463842,Orange,110.14,55.07,50,41,54
1296207,Or rose,56.87,29.57,48,127,92
1208978,Bleu foncé,47.78,25.08,48,127,24
1150888,blanc,98.92,51.93,48,87,82
1128648,6,82.47,38.99,53,209,36
1299657,#1,124.88,61.19,51,45,76
1325984,armée verte,84.24,42.83,49,40,20
1303968,armée verte,85.66,42.83,50,9,31
1312917,argent,78.72,39.36,50,48,55
1316033,Or rose,67.98,34.67,49,72,13
1316036,marron,67.66,36.94,45,76,41
1458539,1,85.89,49.97,42,11,64
1409153,Noir,37.85,18.68,51,105,67
1423589,1,45.89,23.45,49,31,12
1432526,1,80.2,43.8,45,70,18
1471889,1,71.98,36.71,49,34,80
1471891,1,57.98,29.57,49,28,55
1471893,1,57.71,30.59,47,32,52
1485111,1,42.54,21.89,49,42,18
1400590,1,40.78,20.39,50,68,63
1262554,Royal,40.88,21.46,48,81,33
1271519,#1,85.98,42.99,50,94,58
1476205,1,49.98,25.49,49,28,15
1306004,#1,123.6,61.8,50,34,29
1396116,Bleu,122.38,61.19,50,33,5
1322971,Or,52.01,26.51,49,88,36
1332186,Argent + Noir,132.16,68,49,47,48
1302966,1,77.5,38.75,50,18,33
1303973,Marron + Orange,87.7,43.85,50,19,68
1314254,Orange,140.54,73.78,48,59,0
1316038,Argent + Bleu,89.98,45.89,49,153,73
1363638,Bleu,104.02,52.01,50,21,5
1369080,1,81.58,40.79,50,10,40
1374031,marron,60.02,31.51,48,33,76
1444746,blanc,53.1,25.49,52,36,25
1445512,1,90.21,46.91,48,12,17
1459036,1,105.91,60.58,43,31,100
1344034,Coloré,35.58,18.68,48,135,90
1345461,1,71.38,35.69,50,60,14
1358273,Noir,160.94,84.49,48,41,80
1419041,Bleu,50.02,26.51,47,49,35
1395823,Bleu foncé,99.99,49.99,50,43,66
1432231,1,80.33,43.8,46,68,74
1438751,1,85.78,45.94,46,28,27
1299658,#1,91.98,46.91,49,30,55
1277726,1,79.78,42.72,47,62,37
1283682,Or rose,107.08,56.22,48,80,67
1286769,1,149.9,83.42,44,33,36
1258150,# 01,39.67,20.82,48,93,81
1064262,#1,61.67,30.01,51,23,23
1252260,Noir et bleu,37.58,21.25,44,79,91
1295185,blanc,74.33,40.58,45,85,2
1398568,argent,59.14,29.57,50,69,85
1190592,Jaune,21.39,11.32,47,234,23
1443073,1,90.43,47.93,47,46,1
1324804,#1,99.12,49.56,50,72,94
1333215,1,131.56,69.07,48,34,42
1303972,Bleu,113.4,56.7,50,38,20
1311012,1,91.58,48.08,48,43,47
1314347,Bleu foncé,51.86,27.23,48,48,80
1315143,Rose Or + Noir,71.18,37.37,48,35,22
1359216,blanc,81.38,42.72,48,26,11
1400605,Bleu,47.78,25.08,48,37,55
1419102,blanc,59.2,31.08,48,56,62
1385399,Orange,116.26,58.13,50,24,35
1393454,1,103.82,54.51,48,30,22
1427567,1,91.37,43.85,52,19,40
1430490,1,68.33,34.67,49,31,12
1460242,blanc,53.98,28.91,46,45,17
1262168,Or + Noir,122.37,61.19,50,73,33
1277734,Noir,55.98,28.55,49,22,22
1283680,Or rose,111.74,54.51,51,113,58
1287793,Bleu,55.75,30.44,45,95,78
1254718,# 01,81.39,42.72,48,67,33
1086031,Noir,74.33,40.58,45,355,32
1314348,vert,88.66,47.52,46,19,49
1464363,Violet,78.44,40.79,48,10,8
1308982,1,99.94,49.97,50,17,77
1311751,Or rose,99.74,52.36,48,24,77
1314931,rouge,116.26,58.13,50,18,27
1315858,Or + Noir,129.78,69.5,46,67,78
1379476,Bleu,85.66,42.83,50,60,66
1344587,Or,21.52,11.3,48,126,7
1344588,Or,32.62,16.31,50,55,10
1384756,Noir,163.18,81.59,50,47,48
1388394,1,53.9,28.3,48,32,73
1423657,1,57.35,27.53,52,14,51
1463841,1,51.94,27.53,47,17,62
1476260,1,35.29,18.35,48,24,62
1477224,Noir,26.51,13.25,50,20,93
1412969,1,58.73,16.86,71,343,17
1545400,argent,71.19,37.37,48,767,92
1230610,Or + Blanc,68.19,24.04,65,1663,52
1248710,1,201.86,112.34,44,342,63
1418905,1,105.64,58.79,44,158,89
1277735,Sliver + Marron,51.98,26.51,49,53,55
1287258,1,98.05,50.99,48,39,53
1288982,argent,247.31,51.93,79,46,80
1289500,Noir,86.39,48.08,44,55,62
1464364,Violet,123.55,64.25,48,18,30
1419101,blanc,51.98,26.51,49,22,42
1324803,1,99.98,50.99,49,30,61
1344903,Noir + Blanc,144.82,72.41,50,29,33
1442972,Noir,163.19,81.59,50,10,86
1324287,Or,45.07,25.08,44,139,5
1359215,1,73.22,34.99,52,32,22
1442686,Jaune,101.99,50.99,50,16,62
1459041,1,81.78,35.04,57,93,38
1374184,1,138.51,58.17,58,627,79
1325304,gris,439.73,58.17,87,486,93
1228246,Blanc et gris,44.22,12.59,72,599,21
1460178,1,51,23.66,54,23,90
1462679,1,127.48,48.95,62,72,64
1376467,Noir,478.38,101.18,79,65,29
1215193,vert,51.36,5.15,90,432,97
1344652,1,150.94,60.38,60,34,55
1348293,Orange,152.98,61.19,60,49,8
1438817,rouge,19.23,8.15,58,90,94
1439207,1,78.44,32.63,58,30,44
1296224,argent,94.42,6.38,93,90,84
1539179,Black,71.99,28.79,60,2,59
1397155,1,159.1,63.64,60,29,96
1405223,1,50.8,20.36,60,123,30
1381882,1,98.78,35.9,64,630,7
1334044,argent,60.36,24.47,60,179,40
1374737,1,163.18,65.27,60,29,15
1281427,# 01,98.09,25.5,74,95,94
1149446,blanc,84.32,3.55,96,101,66
1416590,1,167.98,68.54,59,23,24
1410441,Bleu,136.78,55.81,59,19,23
1281393,Noir rouge,258.1,50.59,80,41,33
1365677,gris,163.18,65.27,60,31,30
1433708,1,90.21,35.9,60,45,56
1393288,1,104.02,41.61,60,31,14
1394633,1,247.86,97.91,61,77,64
1364639,Or,122.38,48.95,60,45,69
1326732,Or,33.98,17.33,49,225,80
1333218,Or,60.36,24.14,60,60,34
1376950,Orange,116.26,46.5,60,60,0
1388838,rouge,195.82,78.33,60,32,11
1431330,Noir,74.52,31,58,33,56
1232330,Noir,53.27,30.77,42,1071,28
1473903,1,809.78,433.64,46,87,69
1281890,rouge,42.99,21.99,49,193,77
1363437,1,125.2,59.85,52,739,5
1400001,Jaune,62.27,24.75,60,715,41
1241263,Noir,43.82,23,48,420,85
935314,Noir,77.3,40.58,48,527,1
1401625,argent,95.02,33.45,65,34,1
1270875,#1,79.98,16,80,110,47
1333212,Or,38.34,18.96,51,85,5
1394539,1,128.5,51.4,60,19,57
1258476,Bleu,61.09,18.97,69,41,35
1326730,Or,39.98,16.31,59,198,66
1415731,1,122.4,45.69,63,17,94
1087715,Noir,82.37,17.13,79,71,16
1267912,blanc,42.32,17.59,58,177,86
1348136,1,244.78,97.91,60,27,72
1388392,1,99.98,39.99,60,4,18
1271535,#1,119.98,30.6,75,84,56
1483967,Or rose,57.71,24.47,58,22,72
1389739,Violet,81.58,32.63,60,210,64
1334045,argent,53.02,21.21,60,59,25
1407616,argent,109.57,42.95,61,6,14
1296204,Noir,76.96,32.63,58,64,89
1225103,Or rose,25.96,1.45,94,75,68
1349329,vert,124.42,49.77,60,21,6
1384481,Violet,81.58,32.63,60,94,12
1142768,blanc,57.12,7.95,86,92,71
1333217,Or,57.18,23.33,59,146,9
1334503,Or,57.1,22.84,60,109,26
1314255,Orange,117.48,46.99,60,26,86
1365720,rouge,134.62,53.85,60,45,91
1369577,Violet,69.34,27.74,60,57,20
1353021,Bleu,101.98,43.65,57,35,44
1380794,rouge,81.58,32.63,60,24,72
1293208,marron,96.24,15.3,84,28,13
1231089,Bleu ciel,123,42.39,66,135,23
1436543,1,99.9,39.16,61,34,67
1333214,Or,37.92,18.96,50,86,14
1438873,2,57.71,24.47,58,45,39
1334043,argent,60.36,24.47,60,84,61
1277725,Argent + Noir,85.98,21.93,75,18,97
1225266,rouge,23.09,8.97,61,58,80
1328726,argent,43.34,18.43,58,88,38
1433123,Bleu,88.51,37.53,58,40,51
1413673,Bleu,185.67,80.21,57,298,35
1252256,Sliver + Marron,59.35,33.65,43,531,72
1258151,# 01,35.59,18.68,48,634,34
1230638,blanc,72.83,33.65,54,770,16
1399285,1,111.98,58.79,48,131,78
1220497,Bleu,144.07,72.28,50,249,67
1197900,Rose,30.03,9.59,68,1101,32
1077199,Or rose,22.75,7.99,65,609,22
1230525,Rouge Bleu,43.53,15.24,65,143,72
1278020,argent,89.74,35.9,60,58,68
1471888,1,138.7,55.48,60,24,93
1415803,1,39.34,21.89,44,272,72
1422795,Bleu clair,55.57,22.06,60,123,12
1264575,Jaune,68.21,27.07,60,354,79
1353626,Bleu,43.99,21.99,50,80,70
1264582,Bleu,55.57,22.06,60,193,100
1353623,Blanc,50.52,20.05,60,91,91
1408769,Rouge-violet,65.68,26.07,60,240,98
1264577,Bleu clair,42.94,17.04,60,88,70
1352183,Blanc,116.22,46.13,60,25,73
1352181,gris,50.52,20.05,60,206,2
1360679,Rose,55.57,22.06,60,182,47
1362241,Rose,69.99,34.99,50,68,50
1355204,rouge,32.99,16.99,49,50,47
1256657,Jaune,70.73,28.07,60,189,81
1360678,Bleu,63.99,31.99,50,79,95
1266863,rouge,34.99,22.99,34,275,76
1355202,marron,58.99,29.99,49,94,11
1360677,blanc,58.1,23.06,60,106,2
1352999,Jaune,43.99,21.99,50,50,88
1354282,vert,34.99,17.99,49,50,69
1360680,Beige clair,43.99,21.99,50,37,10
1353624,gris,37.99,18.99,50,85,30
1354283,vert,64.99,32.99,49,73,1
1362239,Blanc,34.99,17.99,49,24,6
1353001,Rose,54.99,27.99,49,36,61
1354281,rouge,39.99,19.99,50,107,13
1355716,Marine,39.99,19.99,50,24,85
1280217,blanc,55.57,22.06,60,94,4
1423124,Bleu clair,30.59,4.89,84,210,59
1407565,Bleu clair,32,3.19,90,260,58
1408106,blanc,26,4.79,82,186,53
1408104,blanc,39.99,5.59,86,325,78
1333671,gris,46.91,10.39,78,29,76
1429754,kaki,30.6,12.23,60,26,52
1412741,rouge,40.79,13.86,66,135,48
1286551,Jaune,42.94,13.63,68,138,6
1334288,Bleu,61.19,12.96,79,81,30
1428162,Vin rouge,40.8,10.39,75,12,60
1428159,Vin rouge,36.71,15.56,58,16,71
1289510,gris,47.11,7.99,83,257,48
1429044,Marine,34.68,13.86,60,13,30
1253779,Bleu clair,25.98,10.39,60,398,5
1429043,Vin rouge,61.2,24.47,60,14,20
1411817,Noir,30.59,3.26,89,58,23
1428161,Bleu clair,61.2,24.47,60,9,23
1426797,Bleu,38.76,15.5,60,11,49
1428160,Noir,51,20.39,60,12,56
1277280,Jaune,31.92,13.83,57,46,82
1276878,Jaune,29.54,12.23,59,63,67
1395142,Noir,22.44,3.19,86,96,64
1410620,blanc,40.79,10.39,75,58,11
1187845,Bleu clair,36.99,14.79,60,54,43
1289512,kaki,43.03,16.31,62,180,12
1411164,Noir 1,30.59,7.19,77,55,44
1409048,kaki,26,3.19,88,139,20
1410218,Noir,30.59,3.99,87,73,30
1410699,Noir,32.64,13.05,60,79,28
1294688,Noir,39.99,18.39,54,67,39
1194515,Gris,76.22,30.68,60,124,35
1429045,Vin rouge,36.71,15.56,58,27,25
1417494,Rose,40.79,7.19,82,120,49
1411746,Vin rouge,46.92,10.39,78,75,33
1280211,blanc,32.99,15.99,52,124,47
1258941,Bande,31.76,13.71,57,218,67
1193659,Bleu,45.57,18.23,60,53,8
1279965,blanc,32.83,15.4,53,134,30
1264576,arc en ciel,36.99,18.39,50,132,44
1284917,kaki,69.86,27.74,60,184,64
1422385,blanc,40.79,11.99,71,32,52
1410238,Rose,30.59,14.43,53,26,10
1410697,Violet,29.57,3.19,89,18,99
1411744,gris,40.79,13.05,68,34,38
1429753,Bordeaux,51,20.39,60,14,14
1410701,Beige,26.52,10.6,60,34,89
1409587,gris,32.64,13.05,60,10,15
1410619,gris,40.79,16.31,60,24,16
1410622,Marine,36.71,14.68,60,17,7
1410702,rouge,40.79,15.5,62,23,82
1413938,Bordeaux,44.87,17.13,62,52,32
1262501,Marine,53.04,17.94,66,83,40
1266864,Bleu,44.99,20.79,54,119,20
1276741,Violet,38.24,16.39,57,68,13
1276746,gris,50.99,21.59,58,28,37
1281144,Multi Couleur,35.99,16.79,53,85,23
1281145,#1,16.99,8.79,48,34,88
1282683,#1,24.06,11.54,52,46,98
1288322,kaki,36.2,14.68,59,91,18
1288848,Bleu,36.2,13.86,62,45,18
1288851,gris,40.38,15.5,62,109,1
1291056,blanc,90.95,28.88,68,61,35
1256656,blanc,33.96,17.26,49,132,5
1187847,Bleu,45.23,18.09,60,34,11
1277213,Jaune,47.52,19.86,58,39,23
1187844,blanc,21.9,8.75,60,44,21
1289511,kaki,40.28,15.5,62,79,72
1288849,Marine,48.13,18.76,61,93,33
1177483,Bleu,23.6,8.5,64,39,2
1644753,Blue,33.94,16.99,50,6570,37
1679383,Rose,0,23.99,0,101,89
1649599,Khaki,33.94,23.09,32,3474,60
1496404,Noir,37.71,18.99,50,8872,26
1689337,Sky Blue,28.28,9.99,65,788,12
1662372,Green,35.99,18.89,48,3566,62
1680786,Black,33.94,17.99,47,2502,43
1541922,Blue,33.94,18.99,44,8248,86
1677991,Jaune,33.94,17.99,47,2521,68
1285524,Vert foncé,50.29,29.39,42,6481,14
1662784,Yellow,28.28,15.74,44,2692,62
1711299,Marine,52.81,27.99,47,195,89
1639578,Orange,37.72,25.19,33,2188,58
1677960,vert,33.94,17.99,47,1521,37
1689342,Orange Red,37.72,19.99,47,775,19
1685846,Black,33.99,17.99,47,5393,66
1644845,Green,33.94,18.99,44,2914,96
1580224,Gray,41.49,28.59,31,4817,41
1649887,Green,42.99,24.14,44,3091,16
1584023,Black,37.71,21.99,42,3679,20
1655112,Black,36.15,21.99,39,4779,42
1677981,Rose,33.94,17.99,47,1275,61
1712044,Pink,39.99,19.99,50,44,9
1679111,Green,37.72,19.99,47,194,66
1433202,Gris clair,44.99,27.99,38,313,64
1691812,White,33.94,17.99,47,80,23
1635283,Grey,37.99,27.49,28,228,63
1676845,Green,33.94,17.99,47,282,81
1566432,Coffee,42.73,29.69,31,391,24
1564603,Dark Blue,61.99,43.99,29,567,18
1714992,Green,47.99,23.99,50,63,80
1676793,White,37.72,19.99,47,276,64
1558320,Orange,54.99,35.69,35,531,41
1657475,Green,29.99,18.89,37,390,38
1689003,Noir,33.99,17.99,47,109,68
1631560,Grey,38.85,26.24,33,197,43
1551597,Black,49.99,34.09,32,775,38
1712280,Orange,39.99,19.99,50,56,84
1533682,Yellow,38.99,27.49,30,606,67
1696431,Bleu foncé,65.99,32.99,50,52,26
1417874,Navy,42.99,28.34,34,417,30
1634277,Black,37.99,27.49,28,48,57
1637384,Black,37.99,27.49,28,51,78
1546479,Grey,59.99,37.99,37,42,20
1611780,Coffee,41.18,26.24,36,31,76
1307761,vert,28.99,21.27,27,56,16
1667082,Yellow,39.99,24.14,40,103,30
1669364,Army,33.94,18.89,44,126,68
1587705,Blue,42.99,29.69,31,174,46
1158249,Bleu,32.99,20.99,36,217,72
1578082,Gray,49.99,30.99,38,34,85
1574697,Navy,49.99,34.09,32,15,67
1644808,Grey,37.71,25.29,33,45,58
1659484,Green,42.53,25.29,41,70,67
1532502,Green,40.99,28.59,30,116,15
1568347,Beige,47.99,32.99,31,105,94
1557584,Grey,44.99,26.99,40,109,95
1553940,Yellow,37.72,24.14,36,38,55
1659326,White,33.99,24.14,29,47,55
1503304,vert,40.99,28.59,30,161,30
1316775,kaki,52.99,34.64,35,194,78
1577689,Brown,42.99,29.69,31,133,38
1514947,Orange,44.99,26.99,40,134,37
1554310,Black,45.99,28.34,38,27,15
1411555,Green,42.99,23.99,44,30,34
1274763,Noir,36.36,24.63,32,97,51
1611224,Green,92.99,52.99,43,7,57
1633053,Navy,45.99,31.89,31,50,5
1362284,Jaune,39.99,25.75,36,210,26
1659729,Yellow,37.72,24.14,36,52,24
1397990,kaki,48.99,29.99,39,278,86
1651965,White,33.94,23.09,32,83,6
